"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"10nM","chr3",186870493,186870819,5.25,0.6666666667,0,0,0,0,1.83258146374831,0.510825623785991,0,-2.14976278341689,0.78622,"weak"
"10nM","chr3",187167498,187167739,18.3,5,0,0.3,0.3,0,2.96010509591084,1.79175946922805,0.262364264467491,-0.714904963783671,0.78622,"middle"
"10nM","chr3",187170708,187170927,4,3.571428571,0,0.595,0.595,0,1.6094379124341,1.51982575365066,0.466873736236808,-1.46263586800624,0.78622,"weak"
"10nM","chr3",187173697,187173906,15.55555556,14.28571429,4.663333333,0.4,5.063333333,0.0857755539732506,2.8067217288777,2.72691868568697,1.80225970380695,0.532582064786975,0.78622,"middle"
"10nM","chr3",187350907,187351229,18.27272727,3.75,0,0,0,0,2.95869100173213,1.55814461804655,0,-0.982899721905943,0.78622,"weak"
"10nM","chr3",187507911,187508127,7.111111111,2.6,0,0,0,0,2.09323486379847,1.28093384546206,0,-1.58791889327492,0.78622,"weak"
"10nM","chr3",187693735,187693945,7.888888889,2.5,0,0,0,0,2.18480205735016,1.25276296849537,0,-1.5556981161212,0.78622,"weak"
"10nM","chr3",187739415,187739626,33.8,14.125,2.475,12.024,14.499,0.205838323353293,3.54961738678043,2.71634900391691,2.74077550571491,1.40849227018474,0.78622,"strong"
"10nM","chr3",187747103,187747355,4,15.16666667,12.822,0.5975,13.4195,0.0465995944470441,1.6094379124341,2.78295150948151,2.66858145719184,0.394582287873539,0.78622,"middle"
"10nM","chr3",187757638,187757845,4.875,0.3333333333,0,0,0,0,1.77070606003022,0.287682072426781,0,-2.3054351784375,0.78622,"weak"
"10nM","chr3",187780974,187781310,38.2,4,0.7275,0,0.7275,0,3.66867674679642,1.6094379124341,0.546675276659688,-0.296205027642391,0.78622,"middle"
"10nM","chr3",187809008,187809218,262.4444444,7.222222222,2.798,4.048,6.846,0.691205533596838,5.57384250856048,2.10684051584092,2.06000384778736,1.76978818032126,0.78622,"strong"
"10nM","chr3",187876669,187876945,21.18181818,4.5,0.5833333333,0.595,1.1783333333,0.980392156806723,3.09927295241286,1.70474809223843,0.778560058392773,-0.418676295392136,0.78622,"middle"
"10nM","chr3",187917141,187917541,70.8125,5.357142857,1.516,6.207142857,7.723142857,0.244234752594804,4.27405855560897,1.84957904009441,2.16597959236616,1.00486739767267,0.78622,"strong"
"10nM","chr3",187928396,187929041,23.3,11.27777778,0,0.4966666667,0.4966666667,0,3.1904763503465,2.50779094380258,0.403240413108325,-0.124617880397301,0.78622,"middle"
"10nM","chr3",188036491,188036674,72,3.4,3.3,0.895,4.195,0.271212121212121,4.29045944114839,1.48160454092422,1.64769662455119,0.537185198831305,0.78622,"middle"
"10nM","chr3",188164564,188164767,43.125,8.285714286,2.7675,0,2.7675,0,3.78702651525346,2.22847712087109,1.32641165151851,0.518239489638313,0.78622,"middle"
"10nM","chr3",188175842,188176237,34.6875,24.92857143,8.15875,1.04375,9.2025,0.127930136356672,3.57480048741623,3.25534550470469,2.32263278829782,1.49956039980384,0.78622,"strong"
"10nM","chr3",188176397,188176586,66.55555556,27.55555556,6.178,9.404,15.582,0.656954487452148,4.21295030469574,3.35185150771464,2.80831776969403,2.14165441806521,0.78622,"strong"
"10nM","chr3",188280692,188280974,13.33333333,9.8,0.7,0.4475,1.1475,0.639285714285714,2.66258782679289,2.37954613413017,0.764304374876273,-0.28102912353175,0.78622,"middle"
"10nM","chr3",188282920,188283614,73.51851852,38.18518519,4.255,7.441,11.696,0.57183174304529,4.31104766523518,3.66829874653679,2.54128698322411,2.22727234339181,0.78622,"strong"
"10nM","chr3",188305180,188305537,18.38461538,3.875,1.165,0,1.165,0,2.96447972981179,1.58412010444981,0.772420361454453,-0.55896171618611,0.78622,"middle"
"10nM","chr3",188440496,188440854,14.85714286,2.571428571,1.02,0,1.02,0,2.7636200524372,1.27296567569289,0.703097511413113,-0.87232912357106,0.78622,"middle"
"10nM","chr3",188491377,188491896,26.1,5.692307692,2.33,0.895,3.225,0.38412017167382,3.29953372788566,1.90095876114707,1.44101926080914,0.143017434828285,0.78622,"middle"
"10nM","chr3",188513710,188514277,11.95238095,2.909090909,0.7485714286,0,0.7485714286,0,2.56127962838875,1.36330484287194,0.558799128045207,-1.00394872053034,0.78622,"weak"
"10nM","chr3",188940139,188940334,11,2.5,0.39,0,0.39,0,2.484906649788,1.25276296849537,0.3293037471426,-1.22572411231323,0.78622,"weak"
"10nM","chr3",189043617,189043835,8.6,5,1.165,0,1.165,0,2.26176309847379,1.79175946922805,0.772420361454453,-0.810963506097917,0.78622,"middle"
"10nM","chr3",189099066,189099415,168.8,58.66666667,7.694,4.288,11.982,0.557317390174162,5.13462127387725,4.08877351722851,2.56356378261128,2.90136455207262,0.78622,"strong"
"10nM","chr3",189127457,189127658,4.75,1.714285714,0,0,0,0,1.74919985480926,0.998528830005864,0,-1.92363834460261,0.78622,"weak"
"10nM","chr3",189173691,189174046,34.33333333,9,1.36,1.786,3.146,0.761478163493841,3.56482680534962,2.30258509299405,1.42214401401359,0.493617079840893,0.78622,"middle"
"10nM","chr3",189191449,189191645,6,1.5,0,0,0,0,1.94591014905531,0.916290731874155,0,-1.86642835749411,0.78622,"weak"
"10nM","chr3",189304576,189304768,232.25,59.75,4.778,2.3825,7.1605,0.498639598158225,5.45211083972745,4.10676708222066,2.09930544160861,2.83267926705744,0.78622,"strong"
"10nM","chr3",189311470,189311840,60.1875,20.4375,2.33,1.786,4.116,0.766523605150215,4.11394292029073,3.06514172492616,1.6323728837166,1.31250920136868,0.78622,"strong"
"10nM","chr3",189322621,189322903,13.30769231,16.41666667,5.71,0.478,6.188,0.0837127845884413,2.66079731641296,2.8574276023682,1.97241296892131,0.618128185474099,0.78622,"strong"
"10nM","chr3",189323976,189324163,3,81.28571429,1.165,7.142,8.307,0.163119574348922,1.38629436111989,4.41019751169266,2.23076680520357,0.947360910955532,0.78622,"strong"
"10nM","chr3",189324604,189324814,115.4444444,36.33333333,0.73,3.096,3.826,0.23578811369509,4.75741428716309,3.6198865825377,1.57401796720284,1.92438906378571,0.78622,"strong"
"10nM","chr3",189330148,189330414,60.66666667,8.090909091,1.7475,1.432,3.1795,0.819456366237482,4.12174353646427,2.20727491319972,1.43019162215707,0.735856046025538,0.78622,"strong"
"10nM","chr3",189458466,189458885,145.1666667,16.21428571,9.97875,2.876666667,12.855416667,0.288279260127771,4.98474752337218,2.84573960362643,2.62867625126585,2.17013906715826,0.78622,"strong"
"10nM","chr3",189564148,189564340,39.44444444,5.571428571,0,0.595,0.595,0,3.69992929019063,1.88273124736856,0.466873736236808,-0.170792306030886,0.78622,"middle"
"10nM","chr3",189625903,189626161,5,4.166666667,0,0,0,0,1.79175946922805,1.64222773532161,0,-1.54552603211917,0.78622,"weak"
"10nM","chr3",189626363,189626583,6.25,15,0.39,0,0.39,0,1.98100146886658,2.77258872223978,0.3293037471426,-0.648450724262579,0.78622,"middle"
"10nM","chr3",189641744,189642144,29.29411765,9.769230769,0.97,0.2,1.17,0.206185567010309,3.41095355670461,2.37669306512634,0.774727167552368,0.113511558166315,0.78622,"middle"
"10nM","chr3",189768791,189769072,7.4,7.444444444,0.5833333333,0,0.5833333333,0,2.12823170584927,2.13350876289748,0.459532329357388,-0.856398336119326,0.78622,"middle"
"10nM","chr3",189772937,189773291,15.30769231,19.15384615,4.08,22.47125,26.55125,0.181565333481671,2.79163691735199,3.00339514610872,3.31604790662046,1.47433546743066,0.78622,"strong"
"10nM","chr3",189773635,189773867,5.25,21,1.845,0.2,2.045,0.10840108401084,1.83258146374831,3.09104245335832,1.11350090116186,-0.137098704658731,0.78622,"middle"
"10nM","chr3",189803114,189803371,5,7.666666667,0,0,0,0,1.79175946922805,2.15948424939183,0,-1.25953819589331,0.78622,"weak"
"10nM","chr3",189842616,189843329,112.9666667,83.5,26.92333333,10.545,37.46833333,0.391667698451364,4.73590600826963,4.43675153436313,3.64983539193695,3.45738462718203,0.78622,"strong"
"10nM","chr3",189944290,189944691,194.0588235,34.25,8.612222222,4.61375,13.225972222,0.535721197278692,5.27330117204819,3.56246552925828,2.65506932368746,2.73092330216434,0.78622,"strong"
"10nM","chr3",189944840,189945268,67,81.29411765,8.509,1.588333333,10.097333333,0.186665099659184,4.21950770517611,4.410299630645,2.4067048391857,2.5189020621054,0.78622,"strong"
"10nM","chr3",189945923,189946186,16.4,24.2,1.866,0.3,2.166,0.160771704180064,2.85647020622048,3.22684399451738,1.15246896145882,0.492945306576895,0.78622,"middle"
"10nM","chr3",189947591,189947825,23,29.55555556,0.875,0.9933333333,1.8683333333,0.880872483251036,3.17805383034795,3.41954652047581,1.05373114098377,0.7153801051183,0.78622,"strong"
"10nM","chr3",190071007,190071315,39.38461538,1.5,0,0,0,0,3.6984489050158,0.916290731874155,0,-0.951637562591053,0.78622,"weak"
"10nM","chr3",190117414,190117683,13.18181818,2.5,0,0,0,0,2.65196073432296,1.25276296849537,0,-1.31185046596205,0.78622,"weak"
"10nM","chr3",190124013,190124293,14.81818182,2.714285714,0,0.3,0.3,0,2.7611600265311,1.31218638888925,0.262364264467491,-1.08390328634971,0.78622,"weak"
"10nM","chr3",190586609,190586828,80,21.22222222,7.808,0.5966666667,8.4046666667,0.0764173497310451,4.39444915467244,3.10109278911182,2.24120601998775,1.79925749491852,0.78622,"strong"
"10nM","chr3",190667452,190667662,6,0,0,0,0,0,1.94591014905531,0,0,-2.37303967438306,0.78622,"weak"
"10nM","chr3",190807717,190808145,66.77777778,1.6,0.585,0,0.585,0,4.21623437986392,0.955511445027436,0.460584407329244,-0.417255441696087,0.78622,"middle"
"10nM","chr3",191237430,191237832,49.58823529,4.333333333,1.75,0.745,2.495,0.425714285714286,3.92371904510994,1.67397643350917,1.25133337568577,0.243493800177522,0.78622,"middle"
"10nM","chr3",191449436,191449749,18.72727273,1.5,0,0.3,0.3,0,2.98200208088034,0.916290731874155,0.262364264467491,-1.18751626368243,0.78622,"weak"
"10nM","chr3",191473786,191474266,45.15789474,2.545454545,0.5833333333,0.3,0.8833333333,0.514285714315102,3.83206801327416,1.26566637320307,0.633043256472541,-0.355528284775283,0.78622,"middle"
"10nM","chr3",191499899,191500165,57.5,3.333333333,0.73,0.5966666667,1.3266666667,0.817351598219178,4.06902675423781,1.4663370687165,0.844436628120498,-0.00962641638342428,0.78622,"middle"
"10nM","chr3",192818170,192818461,20.15384615,6.444444444,1.75,0.24,1.99,0.137142857142857,3.05182174002322,2.00746804199505,1.0952733874026,-0.109374482228855,0.78622,"middle"
"10nM","chr3",192818903,192819259,86.06666667,5.666666667,1.166,1.1925,2.3585,0.977777777777778,4.46667410877245,1.89711998493588,1.21149444572478,0.62931155471188,0.78622,"strong"
"10nM","chr3",193207873,193208298,43.27777778,10.69230769,1.74875,5.358,7.10675,0.326381112355356,3.79048292094424,2.45893116318737,2.09269704798229,1.05078589227736,0.78622,"strong"
"10nM","chr3",193603563,193603839,10.1,1.5,8.451666667,0,8.451666667,0,2.40694510831829,0.916290731874155,2.24619109283315,-0.443519887360533,0.78622,"middle"
"10nM","chr3",193837114,193837402,53.38461538,28.09090909,4.414285714,9.406,13.820285714,0.4693053066128,3.99608130835017,3.37042572296415,2.69599689862947,1.97960380841105,0.78622,"strong"
"10nM","chr3",193870384,193870796,160.7647059,15.92857143,1.845,62.10333333,63.94833333,0.0297085502672808,5.08614284671349,2.82900281160426,4.17359208197135,3.02696074433821,0.78622,"strong"
"10nM","chr3",193870944,193871319,52,39.6875,65.78777778,16.53444444,82.32222222,0.251330034209281,3.97029191355212,3.70592091996879,4.42271528694445,3.0604741081274,0.78622,"strong"
"10nM","chr3",193872306,193872632,114.6153846,25.16666667,28.36166667,18.28285714,46.64452381,0.644632678069621,4.75026903215837,3.26448633624764,3.86376769820723,2.92934472259575,0.78622,"strong"
"10nM","chr3",193876127,193876379,4.75,10.88888889,3.398333333,6.19,9.588333333,0.549003769466882,1.74919985480926,2.47560425721914,2.35975276601891,0.135056445786026,0.78622,"middle"
"10nM","chr3",193878501,193878851,40.07142857,26.42857143,5.494285714,14.88125,20.375535714,0.369208615808484,3.71531271114731,3.31158522302455,3.06224707715204,1.99328721905375,0.78622,"strong"
"10nM","chr3",193879521,193880276,88.77419355,51.03333333,21.72714286,7.922307692,29.649450552,0.364627219650914,4.49729755705871,3.95188453878922,3.42261473569625,2.9451608037397,0.78622,"strong"
"10nM","chr3",193910373,193910564,13.88888889,10.71428571,8.858,3.454,12.312,0.389930006773538,2.70061522268932,2.46080909784309,2.58866588407885,0.743982254904821,0.78622,"strong"
"10nM","chr3",193921394,193921893,40.19047619,37.73684211,9.852727273,11.606,21.458727273,0.848933937015337,3.7182070691969,3.65679113968472,3.11167928132001,2.21167825411249,0.78622,"strong"
"10nM","chr3",193922375,193922585,105.5555556,8.75,6.41,1.6375,8.0475,0.255460218408736,4.66866649796432,2.27726728500976,2.20248847645576,1.46652713816511,0.78622,"strong"
"10nM","chr3",193940654,193940915,19,4.666666667,1.28,0.5966666667,1.8766666667,0.466145833359375,2.99573227355399,1.73460105544693,1.05663221643881,-0.309856846062677,0.78622,"middle"
"10nM","chr3",193942565,193942838,17.25,5.272727273,4.176666667,0.595,4.771666667,0.14245810054729,2.9041650800285,1.83621123184237,1.75296088924403,0.0650312206693549,0.78622,"middle"
"10nM","chr3",194000093,194000326,27.7,4.166666667,1.165,1.935,3.1,0.602067183462532,3.35689712276558,1.64222773532161,1.41098697371026,0.0141021068069803,0.78622,"middle"
"10nM","chr3",194063784,194063979,10.55555556,2.166666667,0,1.19,1.19,0,2.44716632218977,1.15267951004365,0.783901543828409,-1.06148691988707,0.78622,"weak"
"10nM","chr3",194072709,194072986,34.41666667,4.555555556,6.41,8.9275,15.3375,0.718006160739289,3.56718251923053,1.71479842817193,2.79346307895034,0.891641490327068,0.78622,"strong"
"10nM","chr3",194098296,194098515,19,6.4,1.75,2.024,3.774,0.864624505928854,2.99573227355399,2.00148000021012,1.56318452791664,0.104316905527112,0.78622,"middle"
"10nM","chr3",194158933,194159385,224.0555556,36.55555556,59.733,38.91375,98.64675,0.651461503691427,5.41634728550401,3.62582131826514,4.60163143197743,3.86517052807113,0.78622,"strong"
"10nM","chr3",194160177,194160415,14.22222222,75.5,6.646,16.07,22.716,0.413565650280025,2.72275634834592,4.33729074083249,3.16614992584512,2.0969864458765,0.78622,"strong"
"10nM","chr3",194168317,194168755,37.77777778,11.6875,3.38,1.955714286,5.335714286,0.57861369408284,3.65784734492351,2.54061725680201,1.84620255974537,0.896976862929277,0.78622,"strong"
"10nM","chr3",194261524,194262055,33.40909091,5.285714286,2.098,0.895,2.993,0.426596758817922,3.53832080010555,1.8382794849084,1.38454282808108,0.203278889783183,0.78622,"middle"
"10nM","chr3",194270541,194270941,128.8823529,63.9375,48.2225,23.9575,72.18,0.496811654310747,4.86662906302374,4.17342526885945,4.29292215959106,3.71850952377384,0.78622,"strong"
"10nM","chr3",194323887,194324367,208.5263158,34.36842105,14.51636364,27.65,42.16636364,0.52500410994575,5.34484934388411,3.5658193612823,3.76506157252406,3.35435622204757,0.78622,"strong"
"10nM","chr3",194333161,194333423,31.36363636,15.57142857,1.75,3.69,5.44,0.474254742547426,3.4770354579413,2.80768004196484,1.86252854011626,0.958846920908716,0.78622,"strong"
"10nM","chr3",194342656,194342932,17.54545455,2.5,0,0.2,0.2,0,2.92022472129094,1.25276296849537,0.182321556793955,-1.07585904628983,0.78622,"weak"
"10nM","chr3",194370637,194370859,105.6,4.5,6.41,0.895,7.305,0.139625585023401,4.66908351173174,1.70474809223843,2.11685774306526,1.10513182326743,0.78622,"strong"
"10nM","chr3",194375584,194375767,24,1.6,0.29,0,0.29,0,3.2188758248682,0.955511445027436,0.254642218373581,-1.04625235248925,0.78622,"weak"
"10nM","chr3",194494343,194494597,80.33333333,29.6,1.163333333,13.69,14.853333333,0.0849768687363039,4.39855593658411,3.42100000895834,2.76337978313345,2.25311607636641,0.78622,"strong"
"10nM","chr3",194495002,194495354,104.5333333,16.13333333,5.633333333,9.0025,14.635833333,0.625752105859484,4.65902685846295,2.84102588359846,2.74956528868996,2.06114167211128,0.78622,"strong"
"10nM","chr3",194724334,194724608,14.3,1.5,0.875,0,0.875,0,2.72785282839839,0.916290731874155,0.628608659422374,-1.12740858413865,0.78622,"weak"
"10nM","chr3",194804797,194804980,10.125,6.666666667,0.29,0,0.29,0,2.4091948280523,2.03688192730452,0.254642218373581,-0.871007062599524,0.78622,"middle"
"10nM","chr3",194853164,194853354,273.6666667,25.25,6.41,20.63666667,27.04666667,0.3106121789193,5.61555824136272,3.26766598903763,3.33386978961311,3.10386092574562,0.78622,"strong"
"10nM","chr3",194875795,194876124,57.53846154,14.58333333,2.041666667,4.406,6.447666667,0.463383265320018,4.06968400042643,2.74620196685268,2.007900784274,1.31072201520482,0.78622,"strong"
"10nM","chr3",194921933,194922160,20.4,2.75,1.048,0.3,1.348,0.286259541984733,3.06339092202781,1.32175583998232,0.85356390196585,-0.609682565292948,0.78622,"middle"
"10nM","chr3",195014598,195014783,2.4,1,0,0,0,0,1.22377543162212,0.693147180559945,0,-2.36674314078588,0.78622,"weak"
"10nM","chr3",195031725,195032032,17.33333333,8.583333333,1.516,0.595,2.111,0.392480211081794,2.90872089638254,2.26002547854047,1.1349442179155,-0.023552617716089,0.78622,"middle"
"10nM","chr3",195038632,195038830,14.375,8.428571429,3.64,0,3.64,0,2.73274281369258,2.24374459301657,1.53471436623816,0.0860031795849487,0.78622,"middle"
"10nM","chr3",195094273,195094553,31.38461538,5.125,0.1933333333,0.2,0.3933333333,0.9666666665,3.47768347607833,1.81237875643079,0.331698957844632,-0.396845414749697,0.78622,"middle"
"10nM","chr3",195105090,195105480,47.41176471,7.2,0.3866666667,1.872857143,2.2595238097,0.206458174423611,3.87974285670591,2.10413415427021,1.18158111406509,0.421657247284756,0.78622,"middle"
"10nM","chr3",195122802,195123082,10.33333333,1.5,0.1933333333,0.895,1.0883333333,0.216014897541899,2.42774823565393,0.916290731874155,0.73636629966396,-1.22734026943711,0.78622,"weak"
"10nM","chr3",195185486,195185799,20.90909091,2.8,0.875,0.895,1.77,0.977653631284916,3.08690166073378,1.33500106673234,1.01884732019925,-0.503092161985577,0.78622,"middle"
"10nM","chr3",195602037,195602289,12.44444444,2.666666667,0.29,0.9933333333,1.2833333333,0.291946308734629,2.59856596792994,1.29928298422117,0.825636363591426,-0.879436500961695,0.78622,"middle"
"10nM","chr3",195717624,195717885,10.2,4.777777778,3.848,0.2,4.048,0.051975051975052,2.41591377830105,1.75401914128367,1.61899212523891,-0.30578279311287,0.78622,"middle"
"10nM","chr3",195718652,195718922,12.54545455,6,5.014,0.3966666667,5.4106666667,0.0791118202433187,2.60605103348266,1.94591014905531,1.85796326968989,0.0253401950426885,0.78622,"middle"
"10nM","chr3",195897210,195897615,83,19,0.698,4.338571429,5.036571429,0.160882449770081,4.43081679884331,2.99573227355399,1.79783620657046,1.52662484438791,0.78622,"strong"
"10nM","chr3",195911494,195911708,67.9,24.6,8.51,1.39,9.9,0.163337250293772,4.23265617801961,3.24259235148552,2.3887627892351,1.87070378492712,0.78622,"strong"
"10nM","chr3",196147046,196147617,60.95454545,58.77272727,49.93923077,9.673333333,59.612564103,0.193702089196197,4.12640097826485,4.09054949120792,4.10450220001804,3.18713080309026,0.78622,"strong"
